state,district,latitude,longitude
Arunachal Pradesh,Pakke Kessang,27.007873126315786,93.1776426631579
Arunachal Pradesh,Papum Pare,27.11894675063291,95021536.33965796
Arunachal Pradesh,Shi Yomi,28.384572335714285,94.25880529285715
Arunachal Pradesh,Siang,28.3193937375,94.914172925
Arunachal Pradesh,Tawang,32.42411409076923,86.73256094961539
Arunachal Pradesh,Tirap,27.130735977419356,95.44825375387097
Arunachal Pradesh,Upper Siang,28.545227613636367,95.13874072499999
Arunachal Pradesh,Upper Subansiri,28.213963750132447,94.06879189735099
Arunachal Pradesh,West Kameng,30.289814947857145,89.27976235190476
Arunachal Pradesh,West Siang,28.222548209607844,94.52641264686274
Assam,Bajali,26.433571972,91.184573988
Assam,Baksa,26.36140846230769,91.3585862153846
Assam,Barpeta,26.327611050617286,90.9596279617284
Assam,Biswanath,26.760855142268042,93.10949806907216
Assam,Bongaigaon,26.29051031666667,90.81012905277777
Assam,Cachar,24.78199596819788,92.7026736819788
Assam,Charaideo,26.771485843835617,92.6584806630137
Assam,Chirang,27.58608491875,89.2158683578125
Assam,Darrang,26.502820033783784,91.86088807567567
Assam,Dhemaji,27.532958423157897,94.65895383894738
Assam,Dhubri,27.004429873809524,90.26756203968253
Assam,Dibrugarh,27.309676808715597,95.04381708027523
Assam,Dima Hasao,24.938347487179488,92.97165803846154
Assam,Goalpara,25.886944866666667,90.42390726666667
Assam,Golaghat,26.451901374324326,93.79794832094595
Assam,Hailakandi,24.725227571428572,91.1132113877551
Assam,Hojai,26.280219815789476,92.76095631578949
Assam,Jorhat,26.35002539572193,94.01640605294118
Assam,Kamrup,26.072841665671643,91.58054313781095
Assam,Kamrup Metro,26.99126336538462,90.88996980897436
Assam,Karbi Anglong,25.945949741237115,93.25330893814433
Assam,Karimganj,24.728981920886078,92.18651370949367
Assam,Kokrajhar,26.40313114363636,90.39093177454546
Assam,Lakhimpur,27.216484011627905,94.23346253197676
Assam,Majuli,26.878711968421054,94.1611529
Assam,Marigaon,26.29584423762376,92.45086507227722
Assam,Nagaon,26.28531882910798,92.64346583380282
Assam,Nalbari,26.709880707432433,91.00450412837839
Assam,Sivasagar,26.200858337572253,94.01497580924855
Assam,Sonitpur,26.74034281111111,92.57115624603175
Assam,South Salmara Mancachar,25.849091723076924,90.3559649846154
Assam,Tinsukia,27.406449817605633,95.35278865492957
Assam,Udalguri,26.650596226732674,92.18437621188119
Assam,West Karbi Anglong,25.753724375757578,92.62466
Bihar,Araria,26.04827730310559,87.09992841614907
Bihar,Arwal,24.807174489361703,83.99819326595745
Bihar,Aurangabad,21.10774780592105,77.6088457105263
Bihar,Banka,28.802192568049794,80.3459384879668
Bihar,Begusarai,25.42920941068376,86.12516604017094
Bihar,Bhagalpur,28.643327525925926,82.26455143539094
Bihar,Bhojpur,25.47168424719472,84.5405675689769
Bihar,Buxar,25.49862261827957,83.71878337634409
Bihar,Darbhanga,24.505667040710385,85.93066209808744
Bihar,Gaya,24.55404655905707,84.39138120744417
Bihar,Gopalganj,27.536189664903848,83.33139042548076
Bihar,Jamui,29.70042228352273,81.1399447375
Bihar,Jehanabad,25.124573902419353,84.79622964758065
Bihar,Kaimur (Bhabua),25.037830071604937,83.65108002407406
Bihar,Katihar,25.37951354347826,86.94389097663044
Bihar,Khagaria,25.509092627407405,86.4769754548148
Bihar,Kishanganj,26.110577571739128,87.66100285217391
Bihar,Lakhisarai,65.60941224130434,45.693348075
