state,district,latitude,longitude
Odisha,Jajapur,20.798301102666667,86.30730462933334
Odisha,Jharsuguda,21.827862146304348,83.97769698380435
Odisha,Kalahandi,19.87891643283582,83.04567247649253
Odisha,Kandhamal,20.142244648333335,84.09912321708333
Odisha,Kendrapara,20.550074003826715,86.43400183953068
Odisha,Kendujhar,21.5390185510158,85.76936240316026
Odisha,Khordha,20.34295958695652,85.6058658037267
Odisha,Koraput,19.790431497435897,81.55457206043957
Odisha,Malkangiri,20.603454672727274,80.07605595227272
Odisha,Mayurbhanj,21.836694364576612,86.65733503487903
Odisha,Nabarangpur,19.48817102,82.40478648205128
Odisha,Nayagarh,20.13112639923664,85.17208768778626
Odisha,Nuapada,20.459018431060606,82.65339545227272
Odisha,Puri,19.95000857585034,85.84785772585033
Odisha,Rayagada,19.257149102272727,83.49393961874999
Odisha,Sambalpur,21.5613981207907,84.21924530934884
Odisha,Sonepur,20.910568514018692,83.78573802616822
Odisha,Sundargarh,22.12932927377451,84.30408890784314
Puducherry,Karaikal,10.939033951851853,79.7533714
Puducherry,Mahe,11.722205474999999,75.539171125
Puducherry,Pondicherry,11.91853735967742,79.74103447580644
Puducherry,Yanam,17.3213,82.0407
Punjab,Amritsar,31.66787878237288,74.94053960915255
Punjab,Barnala,29.75247506081081,73.68311480945945
Punjab,Bathinda,30.095964311695305,75.09367449139846
Punjab,Faridkot,30.556847857575757,74.18819479848484
Punjab,Fatehgarh Sahib,30.495996505747126,76.33601213448276
Punjab,Fazilka,30.459966411034483,73.9788415062069
Punjab,Firozepur,30.807627428455284,74.38349339999999
Punjab,Gurdaspur,47.16287184975845,75.27966446811594
Punjab,Hoshiarpur,31.35864480450704,75.56741063323943
Punjab,Jalandhar,31.451009581342856,75.46903284051429
Punjab,Kapurthala,31.36680686592,75.53274507895999
Punjab,Ludhiana,30.74168399321149,75.75639114830287
Punjab,Malerkotla,27.15892984888889,69.99281054666666
Punjab,Mansa,30.432170602040816,74.90752178571428
Punjab,Moga,30.771799931976744,75.13204015581395
Punjab,Pathankot,32.253286204225354,75.5522757943662
Punjab,Patiala,30.219239289010986,76.2285839153846
Punjab,Rupnagar,30.894661189814816,76.44707564537038
Punjab,S.A.S Nagar,30.790062693203886,76.49381088543689
Punjab,Sangrur,29.679888679999998,69.93497280866667
Punjab,Shahid Bhagat Singh Nagar,31.157321567965116,75.90631529593023
Punjab,Sri Muktsar Sahib,30.316437851851852,74.57517466148147
Punjab,Tarn Taran,31.379901981355932,74.86648354519774
Rajasthan,Ajmer,26.2047227035,74.8638115245
Rajasthan,Alwar,27.511633009240246,76.53593381950719
Rajasthan,Banswara,23.507422202661598,74.32729907338403
Rajasthan,Baran,25.011694585786802,76.61654513654823
Rajasthan,Barmer,25.670517482103612,71.6604174032967
Rajasthan,Bharatpur,27.304054950374063,77.47112140698253
Rajasthan,Bhilwara,25.47620850295918,73.6859975640051
Rajasthan,Bikaner,28.09863934691358,73.38999062962962
Rajasthan,Bundi,25.808311683522728,75.32526011306818
Rajasthan,Chittorgarh,24.75614581205674,74.45432240957447
Rajasthan,Churu,28.466727547058824,74.89004323882352
Rajasthan,Dausa,26.68787582583732,76.4651955090909
Rajasthan,Dholpur,26.74815350160428,77.70354885294118
Rajasthan,Dungarpur,23.741429491525423,73.6865962040678
Rajasthan,Ganganagar,29.497738366019416,73.8045886935275
Rajasthan,Hanumangarh,29.270062949222794,74.73108364715026
Rajasthan,Jaipur,26.914028445816093,75.95572996211494
Rajasthan,Jaisalmer,26.934566327403846,70.92726543413461
Rajasthan,Jalore,25.342213483391003,71.46367824913494
Rajasthan,Jhalawar,24.42173388192771,76.14423899638554
Rajasthan,Jhunjhunu,28.093183075728156,75.44452601980582
Rajasthan,Jodhpur,26.566211170850007,72.85323700668734
Rajasthan,Karauli,26.7454443,76.31448654923665
Rajasthan,Kota,25.156261352421055,76.00711354052632
Rajasthan,Nagaur,27.01556273671706,74.39500412419005
Rajasthan,Pali,25.78173599602122,72.97552177320955
Rajasthan,Pratapgarh,24.195195705095543,74.70603408917198
Rajasthan,Rajsamand,25.18727429351852,73.88833105277779
Rajasthan,Sawai Madhopur,26.811823769683258,76.36915906651585
Rajasthan,Sikar,27.614258496359742,75.29854762912206
Rajasthan,Sirohi,24.74084739946524,72.77698758716578
Rajasthan,Tonk,26.172171994117647,75.27632756742082
Rajasthan,Udaipur,24.411090961522635,75.01693104069959
Sikkim,East District,27.358879496078433,88.56164156078431
Sikkim,North District,27.504510474074074,88.54606897777778
Sikkim,Pakyong,27.276541625,88.607506125
Sikkim,Soreng,27.243333333333336,88.22333333333334
Sikkim,South District,27.23823043137255,88.4201414509804
Sikkim,West District,27.30803713125,88.29634081249999
Tamil Nadu,Ariyalur,11.620999394570134,79.22559506787331
Tamil Nadu,Chengalpattu,12.62779204384058,80.00737544619565
Tamil Nadu,Chennai,13.044879892894738,80.17656455552633
Tamil Nadu,Coimbatore,11.016939608695651,77.0039075841615
Tamil Nadu,Cuddalore,11.542967238771187,79.53492857966101
Tamil Nadu,Dharmapuri,12.118153821484375,77.97430274027344
Tamil Nadu,Dindigul,10.41155447291939,77.83755900485839
Tamil Nadu,Erode,11.396338333333333,77.51781609532163
Tamil Nadu,Kallakurichi,12.070135494399999,78.79698334999999
Tamil Nadu,Kanchipuram,12.909145331410256,79.80886076858974
Tamil Nadu,Kanniyakumari,8.253637876515151,76.79728917348486
Tamil Nadu,Karur,10.870575493775933,78.13381828423236
Tamil Nadu,Krishnagiri,12.527899530847458,78.17038635728814
Tamil Nadu,Madurai,10.038093897157623,77.90214274604651
Tamil Nadu,Mayiladuthurai,11.109335171962616,83.04252274281308
Tamil Nadu,Nagapattinam,10.68599523045977,79.74606340114943
Tamil Nadu,Namakkal,11.323222747592068,78.10021537507083
Tamil Nadu,Perambalur,11.752997202158273,78.89307233884892
Tamil Nadu,Pudukkottai,10.340809442300886,78.88154415761062
Tamil Nadu,Ramanathapuram,9.467426049999998,78.70774427771242
Tamil Nadu,Ranipet,12.976656860096153,78.50083361826923
Tamil Nadu,Salem,11.667307385170341,78.17413579519038
Tamil Nadu,Sivaganga,9.945880255873016,78.58827954190475
Tamil Nadu,Tenkasi,9.032083302928871,77.42952337238493
Tamil Nadu,Thanjavur,10.731087303898635,79.24596711773879
Tamil Nadu,The Nilgiris,11.405268787222223,76.698809125
Tamil Nadu,Theni,9.954771977515723,77.47245500575472
Tamil Nadu,Thiruvallur,13.176629729059828,79.9187409025641
Tamil Nadu,Thiruvarur,10.90994779915493,79.33960661521127
Tamil Nadu,Tiruchirappalli,10.892214644814814,78.59459160347735
Tamil Nadu,Tirunelveli,8.570513236523178,77.42015244304635
Tamil Nadu,Tirupathur,12.57853857142857,78.61371537037037
Tamil Nadu,Tiruppur,11.166355260338984,77.49773256169492
Tamil Nadu,Tiruvannamalai,12.39665491532258,79.31943177358872
Tamil Nadu,Tuticorin,8.763883240758293,77.98667023601897
Tamil Nadu,Vellore,12.912067709126983,78.82181149087302
Tamil Nadu,Villupuram,12.095997520769231,79.30905795512821
Tamil Nadu,Virudhunagar,9.481382600247313,77.88921052039426
Telangana,Adilabad,19.95168583157895,78.55750706842105
Telangana,Bhadradri Kothagudem,17.64018597791045,80.32937247761194
Telangana,Hanumakonda,17.9718445682733,79.53774585283962
Telangana,Hyderabad,17.443526135767776,78.51736678476816
Telangana,Jagitial,18.80953537953846,78.8298625583077
Telangana,Jangoan,17.25580825237969,78.45749997866928
Telangana,Jayashankar Bhupalapally,20.320642972697918,77.65711381591458
Telangana,Jogulamba Gadwal,16.06672251747573,77.79313673592233
Telangana,Kamareddy,18.31168578078125,78.0928818953125
Telangana,Karimnagar,18.386510616574586,78.9021395839779
Telangana,Khammam,17.363485221941747,80.1917769163665
Telangana,Kumuram Bheem Asifabad,19.828788512903227,79.39486344596773
Telangana,Mahabubabad,17.60127100056818,79.61910285852274
Telangana,Mahabubnagar,16.723318355263157,77.93058138859648
Telangana,Mancherial,18.99152052364865,79.44290385
Telangana,Medak,17.949739984900564,78.23711511236942
Telangana,Medchal Malkajgiri,17.510516958071452,78.56246117933756
Telangana,Mulugu,18.632953680038856,80.04957977672098
Telangana,Nagarkurnool,16.43418417,78.424471105
Telangana,Nalgonda,16.93900798984127,79.19419979206349
Telangana,Narayanpet,17.152159941935484,77.09558804112903
Telangana,Nirmal,19.025659770149254,78.39779772708955
Telangana,Nizamabad,18.799970606296295,77.50904452518519
Telangana,Peddapalli,18.620371022432415,79.45485774567692
Telangana,Rajanna Sircilla,18.404055491803277,78.7902486532787
Telangana,Ranga Reddy,17.26537358142281,78.44113570378019
Telangana,Sangareddy,17.745549283346506,77.90280119290917
Telangana,Siddipet,17.922564388451256,78.8541968299714
Telangana,Suryapet,17.39878116146789,79.16343295137614
Telangana,Vikarabad,17.239508835436304,77.73221359293726
Telangana,Wanaparthy,16.468450165517243,77.9211278
Telangana,Warangal,17.760088753265496,79.36444121029544
Telangana,Yadadri Bhuvanagiri,17.468907444505497,79.01590893186813
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,20.195553147058824,73.04152382352942
The Dadra And Nagar Haveli And Daman And Diu,Daman,20.419658692307692,72.85669753846153
The Dadra And Nagar Haveli And Daman And Diu,Diu,20.722414675,70.93972855
Tripura,Dhalai,23.8872426208,91.94552510839999
Tripura,Gomati,23.55563149125,91.516945125
Tripura,Khowai,23.946364207142857,91.52076249857143
Tripura,North Tripura,24.174966164166666,92.20047509833334
Tripura,Sepahijala,23.517310667142855,88.82445336
Tripura,South Tripura,23.183350542,91.549619441
Tripura,Unakoti,24.31940500583333,92.10524385333333
Tripura,West Tripura,23.845248092,91.30397212049999
Uttar Pradesh,Agra,27.02867851238938,78.0499264778761
Uttar Pradesh,Aligarh,27.386560782317705,77.86282196494791
Uttar Pradesh,Ambedkar Nagar,26.41573102347561,84.87731996768292
Uttar Pradesh,Amethi,26.974723623577233,81.04799696707316
Uttar Pradesh,Amroha,28.877306193137255,78.42286745882353
Uttar Pradesh,Auraiya,26.648151813924052,79.48210147468355
Uttar Pradesh,Ayodhya,26.80394318010899,82.03705663051771
Uttar Pradesh,Azamgarh,19.627560409951457,60.711642231553405
Uttar Pradesh,Baghpat,29.06359790923077,77.3174469423077
Uttar Pradesh,Bahraich,27.640137532081912,81.5144335894198
Uttar Pradesh,Ballia,26.01464531943662,85.95327283774647
Uttar Pradesh,Balrampur,27.394047733513514,82.37489279513514
Uttar Pradesh,Banda,25.486189119138757,80.55150651722488
Uttar Pradesh,Barabanki,26.91974453780822,81.33372348438355
Uttar Pradesh,Bareilly,28.54830259375,79.48359686805556
Uttar Pradesh,Basti,26.84145857761733,82.60961502960288
Uttar Pradesh,Bhadohi,25.349946319417473,82.45986385145632
Uttar Pradesh,Bijnor,25.48773996107143,78.4146056725
Uttar Pradesh,Budaun,28.088445553968256,79.08901330873016
Uttar Pradesh,Bulandshahr,28.35937592893891,78.0032574051447
Uttar Pradesh,Chandauli,25.552477353694577,83.17512423448275
Uttar Pradesh,Chitrakoot,25.290603713043478,81.0868847173913
Uttar Pradesh,Deoria,26.485949086006826,83.68234259044368
Uttar Pradesh,Etah,27.52030929596946,78.72934329534382
Uttar Pradesh,Etawah,26.763611641714284,79.08322327885715
Uttar Pradesh,Farrukhabad,27.247293732903223,79.87723032774194
Uttar Pradesh,Fatehpur,25.886131403764708,80.54705675937255
Uttar Pradesh,Firozabad,25.162854141463413,83.06076891585366
Uttar Pradesh,Gautam Buddha Nagar,27.94490565906546,77.65455096071004
Uttar Pradesh,Ghaziabad,28.705280797386674,77.48375571080588
Uttar Pradesh,Ghazipur,25.604205066037736,83.47516458245282
Uttar Pradesh,Gonda,26.9656996982906,81.91776840769231
Uttar Pradesh,Gorakhpur,27.266015703132528,82.87843411518071
Uttar Pradesh,Hamirpur,25.75885191818182,79.91388834125874
Uttar Pradesh,Hapur,28.992563498550126,77.10511443149089
Uttar Pradesh,Hardoi,27.40944978636285,101.70438018552305
Uttar Pradesh,Hathras,27.553149060130718,77.63996702483661
Uttar Pradesh,Jalaun,26.101111391701245,79.33842843319502
Uttar Pradesh,Jaunpur,25.979608295518865,82.07905167759434
Uttar Pradesh,Jhansi,25.495774003061225,78.95114917193877
Uttar Pradesh,Kannauj,27.012881504166664,79.85497668680556
Uttar Pradesh,Kanpur Dehat,26.420117236180904,79.60287499497487
Uttar Pradesh,Kanpur Nagar,26.40894975480427,80.05281752241993
Uttar Pradesh,Kasganj,27.76026198552677,78.82512592504924
Uttar Pradesh,Kaushambi,25.65696929344262,81.3214800409836
Uttar Pradesh,Kheri,28.050586106896553,80.70286535066313
Uttar Pradesh,Kushi Nagar,26.86440586388889,83.14200732453703
Uttar Pradesh,Lalitpur,24.69080845483871,78.67862231935484
Uttar Pradesh,Lucknow,26.858904620350877,80.92311570680702
Uttar Pradesh,Maharajganj,27.1188620964467,83.17887563451777
Uttar Pradesh,Mahoba,25.421059268367348,79.78445789183672
Uttar Pradesh,Mainpuri,26.052351904945056,78.1514348956044
Uttar Pradesh,Mathura,27.479782195833334,77.69882598425926
Uttar Pradesh,Mau,26.228011330612247,66.13783623418368
Uttar Pradesh,Meerut,29.04458562238806,77.6996970761194
Uttar Pradesh,Mirzapur,25.04639584334601,82.73894606539923
Uttar Pradesh,Moradabad,28.491512190140845,78.98183054929576
Uttar Pradesh,Muzaffarnagar,29.39485784537445,77.66197607136564
Uttar Pradesh,Pilibhit,28.453119220481927,79.91738968915662
Uttar Pradesh,Pratapgarh,22.098671204432133,81.35743190221606
Uttar Pradesh,Prayagraj,25.456665779807693,81.76972350552884
Uttar Pradesh,Rae Bareli,26.518785492,81.02413574773333
Uttar Pradesh,Rampur,28.632363848818898,79.16111147007874
Uttar Pradesh,Saharanpur,29.91531459617225,77.54385467416267
Uttar Pradesh,Sambhal,28.5239022587027,78.90064667891892
Uttar Pradesh,Sant Kabeer Nagar,26.761754749999998,83.00896899322917
Uttar Pradesh,Shahjahanpur,28.079757462592593,79.90800375592592
Uttar Pradesh,Shamli,29.17680920412371,77.32420244742268
Uttar Pradesh,Shravasti,27.603414678431374,81.92516826666667
Uttar Pradesh,Siddharth Nagar,27.22167912933333,82.841403852
Uttar Pradesh,Sitapur,27.702782282269503,80.72668480874704
Uttar Pradesh,Sonbhadra,24.690764080982458,82.87884266382457
Uttar Pradesh,Sultanpur,26.42762305168196,81.89345843058103
Uttar Pradesh,Unnao,26.568924578407408,80.60719366207408
Uttar Pradesh,Varanasi,25.380686010646386,82.92590207946769
Uttarakhand,Almora,29.670076312760738,79.39455476546013
Uttarakhand,Bageshwar,29.852002727450984,79.11820343986929
Uttarakhand,Chamoli,30.35450781547619,79.18626719365079
Uttarakhand,Champawat,29.378739508333336,80.09169590714285
Uttarakhand,Dehradun,30.405299104858297,77.96048390647773
Uttarakhand,Haridwar,29.86225832457627,78.01709385423729
Uttarakhand,Nainital,29.370274334545453,79.45414959575757
Uttarakhand,Pauri Garhwal,30.519905471126762,97.06178351502348
Uttarakhand,Pithoragarh,29.75632966677019,80.13899202360248
Uttarakhand,Rudra Prayag,30.081661852671754,79.17503166412213
Uttarakhand,Tehri Garhwal,30.345751347191012,78.49163923782771
Uttarakhand,Udam Singh Nagar,29.08309117690909,79.41877392254545
Uttarakhand,Uttar Kashi,30.77754926818182,78.32052478030303
West Bengal,24 Paraganas North,22.737679810806917,88.43035209783862
West Bengal,24 Paraganas South,22.229146781653746,88.27933548617571
West Bengal,Alipurduar,26.549938333584905,89.25510709264151
West Bengal,Bankura,23.07807256097561,87.13855005142277
West Bengal,Birbhum,24.35642852719486,89.39002260556745
West Bengal,Coochbehar,26.243185572039476,88.86795405921053
West Bengal,Darjeeling,26.81522277790698,87.52774613430233
West Bengal,Dinajpur Dakshin,25.27401420736196,88.92207396687117
West Bengal,Dinajpur Uttar,38.01938056267942,129.83981960526316
West Bengal,Hooghly,22.861654771196754,87.90496690223124
West Bengal,Howrah,22.105433979597702,88.14108403706896
West Bengal,Jalpaiguri,26.69551978809524,88.45560070161905
West Bengal,Jhargram,22.41097887204301,87.01655582365592
West Bengal,Kalimpong,27.031574332608695,87.20777203260869
West Bengal,Kolkata,22.52039397689815,88.00701699120371
West Bengal,Maldah,25.065715178466075,88.17695197020649
West Bengal,Medinipur East,21.92469971873016,87.79974088730158
West Bengal,Medinipur West,22.38301098013245,87.48750721821192
West Bengal,Murshidabad,24.16229041986532,88.01340551363636
West Bengal,Nadia,23.476132110434783,88.1647447947826
West Bengal,Paschim Bardhaman,23.70648374764151,86.99909423349057
West Bengal,Purba Bardhaman,23.367183866607142,87.91927166732142
West Bengal,Purulia,23.275599895495496,85.98512475
